"TIME,""GEO"",""UNIT"",""SECTOR"",""NA_ITEM"",""Value"",""Flag and Footnotes"""
"1985,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"","":"","""""
"1985,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"","":"","""""
"1985,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"","":"","""""
"1985,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"","":"","""""
"1985,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"","":"","""""
"1985,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"","":"","""""
"1985,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"1985,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"1985,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"","":"","""""
"1985,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"","":"","""""
"1985,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"","":"","""""
"1985,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"","":"","""""
"1985,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"","":"","""""
"1985,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"","":"","""""
"1985,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"","":"","""""
"1985,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"","":"","""""
"1986,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"1986,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"1986,""Spain"",""Million euro"",""General government"",""Total general government expenditure"","":"","""""
"1986,""Spain"",""Million euro"",""General government"",""Total general government revenue"","":"","""""
"1986,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"","":"","""""
"1986,""Spain"",""Million euro"",""Central government"",""Total general government revenue"","":"","""""
"1986,""Spain"",""Million euro"",""State government"",""Total general government expenditure"","":"","""""
"1986,""Spain"",""Million euro"",""State government"",""Total general government revenue"","":"","""""
"1986,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"","":"","""""
"1986,""Spain"",""Million euro"",""Local government"",""Total general government revenue"","":"","""""
"1986,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"1986,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"1986,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"","":"","""""
"1986,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"","":"","""""
"1986,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"","":"","""""
"1986,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"","":"","""""
"1986,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"","":"","""""
"1986,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"","":"","""""
"1986,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"","":"","""""
"1986,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"","":"","""""
"1986,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"1986,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"1986,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"","":"","""""
"1986,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"","":"","""""
"1986,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"","":"","""""
"1986,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"","":"","""""
"1986,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"","":"","""""
"1986,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"","":"","""""
"1986,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"","":"","""""
"1986,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"","":"","""""
"1987,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"1987,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"1987,""Spain"",""Million euro"",""General government"",""Total general government expenditure"","":"","""""
"1987,""Spain"",""Million euro"",""General government"",""Total general government revenue"","":"","""""
"1987,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"","":"","""""
"1987,""Spain"",""Million euro"",""Central government"",""Total general government revenue"","":"","""""
"1987,""Spain"",""Million euro"",""State government"",""Total general government expenditure"","":"","""""
"1987,""Spain"",""Million euro"",""State government"",""Total general government revenue"","":"","""""
"1987,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"","":"","""""
"1987,""Spain"",""Million euro"",""Local government"",""Total general government revenue"","":"","""""
"1987,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"1987,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"1987,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"","":"","""""
"1987,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"","":"","""""
"1987,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"","":"","""""
"1987,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"","":"","""""
"1987,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"","":"","""""
"1987,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"","":"","""""
"1987,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"","":"","""""
"1987,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"","":"","""""
"1987,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"1987,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"1987,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"","":"","""""
"1987,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"","":"","""""
"1987,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"","":"","""""
"1987,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"","":"","""""
"1987,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"","":"","""""
"1987,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"","":"","""""
"1987,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"","":"","""""
"1987,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"","":"","""""
"1988,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"1988,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"1988,""Spain"",""Million euro"",""General government"",""Total general government expenditure"","":"","""""
"1988,""Spain"",""Million euro"",""General government"",""Total general government revenue"","":"","""""
"1988,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"","":"","""""
"1988,""Spain"",""Million euro"",""Central government"",""Total general government revenue"","":"","""""
"1988,""Spain"",""Million euro"",""State government"",""Total general government expenditure"","":"","""""
"1988,""Spain"",""Million euro"",""State government"",""Total general government revenue"","":"","""""
"1988,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"","":"","""""
"1988,""Spain"",""Million euro"",""Local government"",""Total general government revenue"","":"","""""
"1988,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"1988,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"1988,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"","":"","""""
"1988,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"","":"","""""
"1988,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"","":"","""""
"1988,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"","":"","""""
"1988,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"","":"","""""
"1988,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"","":"","""""
"1988,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"","":"","""""
"1988,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"","":"","""""
"1988,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"1988,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"1988,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"","":"","""""
"1988,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"","":"","""""
"1988,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"","":"","""""
"1988,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"","":"","""""
"1988,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"","":"","""""
"1988,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"","":"","""""
"1988,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"","":"","""""
"1988,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"","":"","""""
"1989,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"1989,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"1989,""Spain"",""Million euro"",""General government"",""Total general government expenditure"","":"","""""
"1989,""Spain"",""Million euro"",""General government"",""Total general government revenue"","":"","""""
"1989,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"","":"","""""
"1989,""Spain"",""Million euro"",""Central government"",""Total general government revenue"","":"","""""
"1989,""Spain"",""Million euro"",""State government"",""Total general government expenditure"","":"","""""
"1989,""Spain"",""Million euro"",""State government"",""Total general government revenue"","":"","""""
"1989,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"","":"","""""
"1989,""Spain"",""Million euro"",""Local government"",""Total general government revenue"","":"","""""
"1989,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"1989,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"1989,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"","":"","""""
"1989,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"","":"","""""
"1989,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"","":"","""""
"1989,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"","":"","""""
"1989,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"","":"","""""
"1989,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"","":"","""""
"1989,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"","":"","""""
"1989,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"","":"","""""
"1989,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"1989,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"1989,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"","":"","""""
"1989,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"","":"","""""
"1989,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"","":"","""""
"1989,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"","":"","""""
"1989,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"","":"","""""
"1989,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"","":"","""""
"1989,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"","":"","""""
"1989,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"","":"","""""
"1990,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"1990,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"1990,""Spain"",""Million euro"",""General government"",""Total general government expenditure"","":"","""""
"1990,""Spain"",""Million euro"",""General government"",""Total general government revenue"","":"","""""
"1990,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"","":"","""""
"1990,""Spain"",""Million euro"",""Central government"",""Total general government revenue"","":"","""""
"1990,""Spain"",""Million euro"",""State government"",""Total general government expenditure"","":"","""""
"1990,""Spain"",""Million euro"",""State government"",""Total general government revenue"","":"","""""
"1990,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"","":"","""""
"1990,""Spain"",""Million euro"",""Local government"",""Total general government revenue"","":"","""""
"1990,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"1990,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"1990,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"","":"","""""
"1990,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"","":"","""""
"1990,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"","":"","""""
"1990,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"","":"","""""
"1990,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"","":"","""""
"1990,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"","":"","""""
"1990,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"","":"","""""
"1990,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"","":"","""""
"1990,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"1990,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"1990,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"","":"","""""
"1990,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"","":"","""""
"1990,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"","":"","""""
"1990,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"","":"","""""
"1990,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"","":"","""""
"1990,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"","":"","""""
"1990,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"","":"","""""
"1990,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"","":"","""""
"1991,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"1991,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"1991,""Spain"",""Million euro"",""General government"",""Total general government expenditure"","":"","""""
"1991,""Spain"",""Million euro"",""General government"",""Total general government revenue"","":"","""""
"1991,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"","":"","""""
"1991,""Spain"",""Million euro"",""Central government"",""Total general government revenue"","":"","""""
"1991,""Spain"",""Million euro"",""State government"",""Total general government expenditure"","":"","""""
"1991,""Spain"",""Million euro"",""State government"",""Total general government revenue"","":"","""""
"1991,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"","":"","""""
"1991,""Spain"",""Million euro"",""Local government"",""Total general government revenue"","":"","""""
"1991,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"1991,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"1991,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"","":"","""""
"1991,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"","":"","""""
"1991,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"","":"","""""
"1991,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"","":"","""""
"1991,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"","":"","""""
"1991,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"","":"","""""
"1991,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"","":"","""""
"1991,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"","":"","""""
"1991,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"1991,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"1991,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"","":"","""""
"1991,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"","":"","""""
"1991,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"","":"","""""
"1991,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"","":"","""""
"1991,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"","":"","""""
"1991,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"","":"","""""
"1991,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"","":"","""""
"1991,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"","":"","""""
"1992,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"1992,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"1992,""Spain"",""Million euro"",""General government"",""Total general government expenditure"","":"","""""
"1992,""Spain"",""Million euro"",""General government"",""Total general government revenue"","":"","""""
"1992,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"","":"","""""
"1992,""Spain"",""Million euro"",""Central government"",""Total general government revenue"","":"","""""
"1992,""Spain"",""Million euro"",""State government"",""Total general government expenditure"","":"","""""
"1992,""Spain"",""Million euro"",""State government"",""Total general government revenue"","":"","""""
"1992,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"","":"","""""
"1992,""Spain"",""Million euro"",""Local government"",""Total general government revenue"","":"","""""
"1992,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"1992,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"1992,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"","":"","""""
"1992,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"","":"","""""
"1992,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"","":"","""""
"1992,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"","":"","""""
"1992,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"","":"","""""
"1992,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"","":"","""""
"1992,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"","":"","""""
"1992,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"","":"","""""
"1992,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"1992,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"1992,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"","":"","""""
"1992,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"","":"","""""
"1992,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"","":"","""""
"1992,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"","":"","""""
"1992,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"","":"","""""
"1992,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"","":"","""""
"1992,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"","":"","""""
"1992,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"","":"","""""
"1993,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"1993,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"1993,""Spain"",""Million euro"",""General government"",""Total general government expenditure"","":"","""""
"1993,""Spain"",""Million euro"",""General government"",""Total general government revenue"","":"","""""
"1993,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"","":"","""""
"1993,""Spain"",""Million euro"",""Central government"",""Total general government revenue"","":"","""""
"1993,""Spain"",""Million euro"",""State government"",""Total general government expenditure"","":"","""""
"1993,""Spain"",""Million euro"",""State government"",""Total general government revenue"","":"","""""
"1993,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"","":"","""""
"1993,""Spain"",""Million euro"",""Local government"",""Total general government revenue"","":"","""""
"1993,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"1993,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"1993,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"","":"","""""
"1993,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"","":"","""""
"1993,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"","":"","""""
"1993,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"","":"","""""
"1993,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"","":"","""""
"1993,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"","":"","""""
"1993,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"","":"","""""
"1993,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"","":"","""""
"1993,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"1993,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"1993,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"","":"","""""
"1993,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"","":"","""""
"1993,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"","":"","""""
"1993,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"","":"","""""
"1993,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"","":"","""""
"1993,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"","":"","""""
"1993,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"","":"","""""
"1993,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"","":"","""""
"1994,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"1994,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"1994,""Spain"",""Million euro"",""General government"",""Total general government expenditure"","":"","""""
"1994,""Spain"",""Million euro"",""General government"",""Total general government revenue"","":"","""""
"1994,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"","":"","""""
"1994,""Spain"",""Million euro"",""Central government"",""Total general government revenue"","":"","""""
"1994,""Spain"",""Million euro"",""State government"",""Total general government expenditure"","":"","""""
"1994,""Spain"",""Million euro"",""State government"",""Total general government revenue"","":"","""""
"1994,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"","":"","""""
"1994,""Spain"",""Million euro"",""Local government"",""Total general government revenue"","":"","""""
"1994,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"1994,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"1994,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"","":"","""""
"1994,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"","":"","""""
"1994,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"","":"","""""
"1994,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"","":"","""""
"1994,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"","":"","""""
"1994,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"","":"","""""
"1994,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"","":"","""""
"1994,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"","":"","""""
"1994,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"1994,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"1994,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"","":"","""""
"1994,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"","":"","""""
"1994,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"","":"","""""
"1994,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"","":"","""""
"1994,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"","":"","""""
"1994,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"","":"","""""
"1994,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"","":"","""""
"1994,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"","":"","""""
"1995,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"1995,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"1995,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""207,338.4"","""""
"1995,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""175,421.9"","""""
"1995,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""120,531.8"","""""
"1995,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""94,328.6"","""""
"1995,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""47,570.1"","""""
"1995,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""44,669.0"","""""
"1995,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""26,849.4"","""""
"1995,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""26,711.6"","""""
"1995,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"1995,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"1995,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""203,119.0"","""""
"1995,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""171,852.0"","""""
"1995,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""118,079.0"","""""
"1995,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""92,409.0"","""""
"1995,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""46,602.0"","""""
"1995,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""43,760.0"","""""
"1995,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""26,303.0"","""""
"1995,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""26,168.0"","""""
"1995,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"1995,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"1995,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""44.1"","""""
"1995,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""37.3"","""""
"1995,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""25.6"","""""
"1995,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""20.1"","""""
